2025-2-12 2:37:00 PM,South Garage,100
2025-2-12 2:37:00 PM,West Garage,94
2025-2-12 2:37:00 PM,North Garage,97
2025-2-12 2:37:00 PM,South Campus Garage,39
2025-2-12 2:33:00 PM,South Garage,100
2025-2-12 2:33:00 PM,West Garage,93
2025-2-12 2:33:00 PM,North Garage,97
2025-2-12 2:33:00 PM,South Campus Garage,39
